genre,enteredCharts,twitterFollowers,artistSongs,labelSongs,daysAfterRelease
Trance,0,3148,426,3694,30
Deep House,0,141,73,711,7
Techno,0,1,9,324,11
House,0,107,84,109,3
House,0,1032,43,17,6
House,0,34,101,6,11
Progressive House,0,477,269,38,32
House,0,58,17,1425,6
Electro House,0,25151,33,435,20
House,0,895,745,16231,14
House,0,22,12,12,23
Electro House,0,236,127,47,6
Dubstep,1,130,2,106,2
Techno,0,116,204,324,11
House,0,131,17,169,25
Techno,0,334,23,62,16
House,0,2889,439,564,25
Progressive House,0,6,92,22,12
Techno,0,4244,180,198,6
Techno,0,604,52,555,9
Deep House,0,94,51,1041,9
Trance,0,137,186,781,16
Progressive House,0,204669,1,1249,9
Deep House,0,1130,137,4058,12
Deep House,0,130,33,91,5
Techno,0,279,240,1017,23
Techno,0,4,90,1041,16
House,0,17179,516,380,34
Trance,0,693,721,707,20
Deep House,1,2108,38,89,9
House,0,5540,5,24,19
House,0,114,122,3241,8
Electro House,0,300,25,107,16
Techno,1,895,280,349,2
Trance,0,1532,12,4689,9
Trance,0,43,35,1680,13
House,0,55,77,173,10
Progressive House,0,11,151,41,20
Trance,1,17309,156,244,30
Techno,0,674,49,179,19
Trance,1,24299,396,55,44
House,0,1118,62,153,16
Deep House,0,316,159,1171,9
Deep House,0,1706,98,224,3
Deep House,0,960,19,638,10
Electro House,0,30,525,293,12
Progressive House,0,6853,243,2963,26
Techno,0,1,93,5,16
Trance,1,138,186,342,2
House,0,972,18,1105,9
Trance,0,3286,176,46,9
House,0,199,226,159,26
Techno,0,3130,67,471,2
Progressive House,0,3151,30,3694,23
House,0,51,512,16231,5
House,0,218,86,1032,13
House,1,26,34,3241,57
Techno,0,212,111,9,30
Techno,0,1568,48,198,4
Deep House,0,1646,17,8,2
Progressive House,1,23911,7,768,9
House,0,58,17,1425,6
Dubstep,1,130,2,106,2
Deep House,0,109935,249,827,2
House,0,413,26,183,12
Techno,0,291,83,12,14
Electro House,0,30,525,293,12
Techno,0,169,24,99,9
Techno,0,441,443,29,27
Trance,0,67853,418,781,16
House,0,4378,36,2112,26
Progressive House,0,609,227,435,18
Techno,0,29,1,525,4
Progressive House,0,36,11,93,16
Deep House,0,1080,27,24,2
Progressive House,0,362,52,70,5
House,0,1030,96,22,7
Progressive House,0,116,13,22,9
House,0,141,89,179,5
House,0,4217,60,34,24
House,0,1643,22,4,13
Techno,0,109,45,1041,13
Trance,0,358,34,364,16
Electro House,0,15360,541,178,14
House,0,69598,326,1621,30
Electro House,0,257,499,1680,20
House,0,7048,205,1032,7
Techno,0,632,32,992,8
Techno,0,71,57,254,9
House,0,453,17,1032,11
Deep House,0,2150,68,549,16
Techno,0,33,38,12,14
Deep House,0,483,29,179,18
House,0,755,42,5809,6
Deep House,0,1259,130,47,2
Techno,0,11874,501,996,19
Deep House,0,76,72,324,23
Techno,0,3543,273,167,20
Deep House,0,55,77,467,10
House,0,57505,33,51,27
Trance,0,394772,492,3694,2
Techno,0,775,132,3,10
Deep House,0,214,286,47,2
House,0,34185,17,2112,26
Progressive House,1,1591,45,43,37
Progressive House,0,39,60,120,18
Electro House,0,1545,341,5809,13
Techno,0,227,28,706,16
Techno,1,3271,97,105,16
Deep House,0,371,111,292,3
Trance,0,351,51,4,27
Electro House,0,34847,125,428,9
House,0,32,431,711,7
Deep House,0,286,197,96,9
House,0,1545,12,3241,10
Deep House,0,2057,117,120,16
House,0,550,153,3241,19
Techno,0,530,5,339,0
House,0,57505,33,51,31
Deep House,0,359,96,179,3
Progressive House,1,43988,112,279,37
Deep House,0,679,10,156,15
House,0,926,89,127,17
Deep House,0,983,344,6,16
Progressive House,0,357,124,91,17
Electro House,0,257,499,1680,13
Trance,0,326,132,128,20
House,0,13560,19,6,3
Electro House,0,5078,8,82,30
Trance,0,341,116,1680,13
Progressive House,0,15432,72,2572,16
Deep House,0,9,111,355,2
House,0,645,11,393,2
Progressive House,0,118,857,160,13
Techno,0,711,16,17,13
Deep House,0,2128,44,4058,6
Trance,0,1754,60,5,30
House,0,55,77,173,10
Trance,0,6012,142,156,10
Deep House,0,2704,63,549,9
House,0,1211,26,278,22
Deep House,0,154,221,180,27
House,0,46274,26,186,10
House,0,7049,711,16231,0
Trance,0,189,10,1108,23
Techno,0,137,130,20,2
Electro House,0,158,52,1680,20
Trance,0,1063,11,1108,9
Trance,0,998,81,1053,3
Trance,1,699,43,7,48
House,0,6470,342,51,24
House,0,41,104,12,3
Deep House,1,721,55,26,44
House,0,16281,11,1030,2
House,0,3415,324,3241,4
House,0,25,34,3241,4
Deep House,0,2,41,1093,9
Progressive House,1,1700,6,233,44
Trance,0,1500,123,3068,2
Electro House,1,1039,47,428,30
Trance,0,1063,11,1108,30
Trance,0,6240,229,9110,20
Techno,0,908,15,186,25
Trance,0,4745,51,3068,2
Electro House,0,2725,27,4689,3
House,0,141,73,45,13
Trance,0,288,37,52,30
House,1,11,74,5,51
House,0,2,53,21,18
Deep House,0,14779,2,2963,23
Trance,0,372,39,3068,16
Deep House,0,2018,11,3,30
House,0,6,602,855,20
House,0,600,371,51,24
House,0,272,36,303,9
House,0,894,102,5809,18
Trance,0,764,85,52,23
Techno,0,19922,196,25,13
Deep House,0,95,104,176,2
Trance,0,2102,155,1017,23
House,0,17179,516,380,34
Techno,0,662,189,26,9
Electro House,0,7706,113,60,9
Progressive House,0,1688,48,992,22
Electro House,0,152,102,435,13
Progressive House,0,497,10,21,19
Trance,0,6177,224,1053,38
House,0,7658,56,1676,8
Progressive House,0,4692,67,5809,7
Progressive House,0,23790,150,392,6
Progressive House,0,3151,30,3694,23
Trance,0,4384,147,3694,23
Deep House,0,409,153,2206,13
Trance,0,4296,108,219,37
House,0,46861,96,257,16
Deep House,0,65,37,12,23
House,0,1023119,230,120,16
Techno,0,9,17,390,23
Progressive House,0,2,74,340,2
House,0,1517,7,293,12
House,0,1023119,230,120,18
Electro House,0,107,84,118,23
Deep House,0,63,13,5,16
House,0,53,740,928,3
Trance,0,826,5,8,23
Techno,0,39,66,9,9
Techno,0,361,106,20,13
House,0,1521,100,58,13
House,0,1708,117,16231,5
House,0,30203,1926,1032,12
Deep House,1,175,60,650,9
House,0,14380,74,151,16
Progressive House,0,92,139,1680,20
Deep House,0,64,41,198,13
House,0,159672,135,45,9
Techno,0,4244,180,1041,16
House,0,294,64,18,16
Dubstep,0,277,12,1319,16
Deep House,0,8794,42,2,16
Trance,0,4152,114,1108,30
House,1,30204,1926,345,58
House,0,17179,516,66,13
Progressive House,0,202,71,16,23
Trance,1,820,44,67,44
Techno,0,635,129,13,9
Deep House,0,1512,86,237,16
House,1,173,28,85,16
House,0,414,155,435,26
Deep House,0,615,18,9,5
Electro House,0,24496,275,992,22
House,0,957,43,1,4
House,0,154,221,180,6
Electro House,1,121,61,30,58
House,0,152,1,12,2
House,0,2905,90,171,35
Progressive House,1,2525274,279,4689,38
House,1,11737,654,209,12
Electro House,0,87131,105,992,1
Techno,0,36419,159,4058,11
Deep House,0,5676,698,16231,19
Deep House,0,115,41,7,30
House,0,1101,47,59,17
House,0,2276,859,2112,23
Deep House,0,169,27,6,23
Trance,0,342,3,16,2
House,0,30203,1926,153,30
Electro House,0,41,56,146,20
Techno,0,320,55,91,17
Progressive House,0,186,17,1680,13
Deep House,0,94,12,85,15
Deep House,0,477,15,3,9
Deep House,0,14260,68,142,34
Techno,0,40,146,20,16
Techno,0,9393,359,564,13
Electro House,0,51,24,278,16
Techno,0,918,2133,106,10
Deep House,1,450,52,99,23
House,1,1766,21,1107,10
House,0,32811,28,3241,8
Electro House,0,30351,17,560,10
Techno,0,4,21,12,12
Trance,0,69653,488,401,9
House,0,327,10,88,6
Trance,0,1290,12,1030,2
Progressive House,0,389,9,435,17
Techno,0,2,108,19,10
House,0,32,431,45,13
Progressive House,0,740,80,3,24
Electro House,0,167540,54,310,12
Deep House,0,1316727,246,4689,9
Deep House,0,3965,6,305,4
Progressive House,0,15846,225,3694,9
Trance,0,470,22,22,13
Progressive House,0,300,45,93,23
Techno,0,34,7,1308,9
Progressive House,0,181,277,123,9
House,0,624,16,183,10
Electro House,0,598982,226,120,18
House,0,2727,15,16,16
Techno,0,24,24,83,9
Techno,0,11874,501,1319,9
Techno,0,775,132,3,3
Deep House,0,1304,541,1032,5
House,0,3,78,293,12
House,0,226,42,1032,12
Trance,0,3551668,637,3694,30
Deep House,0,4038,106,27,16
Progressive House,1,27,1,768,23
House,0,1304,541,43,19
Techno,0,102,28,20,5
Progressive House,0,550,153,16231,0
Trance,0,197,19,375,18
Trance,1,15847,225,66,58
Progressive House,0,4860,37,42,16
Trance,0,4767,462,351,16
House,0,193,73,15,2
Progressive House,0,25,5,435,6
Progressive House,0,46,432,553,6
House,0,154,9,480,20
Progressive House,0,7347,10,1680,20
Deep House,0,21,114,81,2
Electro House,0,118,83,319,19
Trance,0,262,272,1249,23
Deep House,0,4038,106,178,9
Progressive House,0,3296,258,781,23
Electro House,0,216,23,107,16
Deep House,0,600,371,109,3
Trance,0,34941,443,9110,20
Electro House,0,1261,33,183,13
Trance,0,16496,238,105,16
House,0,209,223,22,27
Progressive House,0,5,96,50,18
Deep House,0,20411,11,20,13
House,0,129,133,3241,10
Deep House,0,1512,86,950,19
Electro House,0,81,35,120,18
Techno,0,3543,273,167,20
Progressive House,0,88,291,904,2
Techno,0,10,46,255,14
House,0,1767,118,303,9
Trance,1,1650,251,8,37
House,0,30203,1926,5809,25
House,0,2684,9,1030,2
Progressive House,0,195,55,904,16
Deep House,0,2,2,8,2
Electro House,0,2478,41,10,18
House,0,277,10,233,18
Trance,0,71,13,149,2
Progressive House,0,489,102,17,2
Deep House,0,286,197,525,6
Electro House,0,834942,60,392,6
Electro House,0,191,765,983,6
Trance,0,1580,47,5,23
Progressive House,0,6853,243,1030,25
Deep House,0,48,15,19,16
House,0,7358,269,262,18
Dubstep,1,81,71,15,16
Progressive House,0,2311,23,553,6
Deep House,0,7570,21,1416,6
Trance,0,732,92,448,30
House,0,1015,455,16231,5
Deep House,0,52215,643,638,16
House,0,4378,36,2112,5
Progressive House,1,834943,60,4689,27
Techno,0,2208,28,243,33
Techno,0,53,740,59,19
Trance,0,5,96,130,12
Techno,0,230,41,5,24
Electro House,0,3032,70,2,34
Deep House,0,19,14,304,2
Deep House,0,1148,9,180,17
Electro House,0,12280,86,120,32
Deep House,0,624,474,248,16
House,0,1095,137,16231,14
Electro House,0,10420,139,5809,0
Techno,0,620,63,41,1
Trance,0,870,129,1108,9
Techno,0,31534,84,159,16
Progressive House,0,101316,916,3068,16
Progressive House,1,138828,5,73,63
Techno,1,3733,129,20,58
Deep House,0,922,198,385,13
House,0,163,10,34,24
House,0,51,24,84,2
Deep House,0,245,237,117,2
Progressive House,0,983,344,50,16
Techno,0,1374,70,10,16
Techno,0,333,60,156,15
Deep House,1,701,144,53,6
Electro House,0,473,33,392,13
Progressive House,0,1018,10,136,6
House,0,22519,28,70,6
Trance,0,693,721,1680,13
Trance,0,2102,155,352,25
Progressive House,0,199143,480,3694,23
Techno,0,548,7,361,16
Techno,0,50,63,10,16
Techno,0,548,7,31,2
House,0,9,19,13,13
House,0,10337,54,2206,20
House,0,78549,3,24,20
House,0,27,690,3241,4
Trance,0,3012,27,3694,23
House,0,84,160,30,24
Techno,0,4370,150,1444,5
Progressive House,1,301,45,93,37
Trance,0,21882,137,1108,9
Trance,1,1186,120,255,44
House,0,5540,5,24,23
House,0,167,74,16231,6
Dubstep,0,1258,194,167,4
House,0,5344,318,347,12
Techno,0,348,87,439,5
Progressive House,0,926,89,14,16
House,0,7,119,380,20
House,0,1471,233,23,19
House,0,3,371,57,32
Deep House,0,147,417,35,24
Techno,0,3433,224,191,9
House,0,1004,36,1711,6
Deep House,0,148,3,89,2
House,0,889,91,179,2
Techno,0,3,41,28,9
Techno,0,520,82,436,16
Techno,0,655,56,69,2
Electro House,0,88,39,151,0
Progressive House,0,106,57,747,2
House,0,37154,28,17,6
Techno,0,199,226,627,2
House,0,125,145,228,9
House,1,15630,337,345,58
House,0,1020,21,1621,16
Trance,1,53193,359,781,51
House,0,98,183,403,4
House,0,548,8,47,2
Electro House,0,564,28,10,2
House,0,317,111,293,12
House,0,383,82,1848,13
Techno,0,2,95,198,6
Techno,0,662,189,26,9
Techno,0,85,30,167,9
House,0,63,6,23,16
House,0,138,36,70,6
House,0,3748,202,5809,4
House,0,246896,467,120,18
House,0,1020,183,1032,30
Trance,0,470,22,22,13
Deep House,0,461,98,242,13
Deep House,0,630,11,22,9
Techno,0,112,74,439,27
Techno,0,66,47,255,27
Deep House,0,79,79,123,4
Deep House,0,145,44,650,30
Techno,0,2,65,404,2
Electro House,0,550,153,3241,3
House,0,560,26,58,17
Trance,1,22933,313,129,9
House,0,4,122,17,6
Progressive House,0,1327,87,50,26
Progressive House,0,135,12,10,2
Deep House,0,319,245,69,30
Progressive House,0,694,197,3068,2
Techno,0,7279,192,14,37
House,0,14380,74,5809,26
Progressive House,1,1533,12,4689,9
Progressive House,0,101,3,10,8
Deep House,0,13607,34,17,6
Deep House,0,36,33,65,5
Trance,0,470,22,22,13
Trance,0,349,13,3,30
Deep House,0,237,31,6,14
Progressive House,0,2762,34,14,23
Deep House,0,14380,74,345,9
Techno,0,2,176,91,5
House,0,1338,6,204,9
Deep House,0,147,225,1171,20
Deep House,0,786,4,10,30
Electro House,0,3576,16,1030,25
House,0,6470,342,293,29
Progressive House,0,309,208,435,6
Deep House,0,81,15,320,6
Techno,0,1791,113,564,13
Techno,0,3,79,1867,13
House,0,3,78,237,5
Progressive House,0,143,18,435,17
Trance,0,11,102,8,9
Deep House,0,264,33,41,13
House,1,3434,224,16,16
Progressive House,0,136692,455,10,16
Techno,0,33527,16,18,2
Trance,0,40,26,15,16
Dubstep,1,6226,91,3694,23
Electro House,0,23,15,1030,2
Deep House,0,1545,341,2963,22
House,0,183,39,47,17
House,0,304,66,210,13
Trance,0,1057,239,340,30
House,0,170,13,28,2
Deep House,0,1131,56,1093,9
Trance,0,5,54,11,16
Techno,0,433,18,35,2
Trance,0,996,101,422,2
Progressive House,1,153859,238,4689,41
Trance,0,9,19,179,9
Techno,0,1377,87,198,4
House,0,5,1,22,6
House,0,133656,863,5809,6
Deep House,0,296,73,179,18
Deep House,0,449,117,146,20
Techno,0,62,28,240,13
House,1,196,131,345,2
Deep House,0,179,82,237,25
Trance,0,1500,123,1249,9
Deep House,0,213,42,17,16
House,0,353482,117,992,22
Trance,0,1605,109,179,9
Deep House,1,43,17,22,51
House,0,229,140,174,21
Trance,0,14,76,1017,2
Trance,0,214162,547,3068,16
Progressive House,0,255,1,4689,3
Deep House,0,583,219,310,16
Trance,1,282,272,22,51
Dubstep,1,84,9,45,9
Trance,0,6,602,855,6
Trance,0,1,8,8,16
Techno,0,734,162,4,20
House,0,50,160,179,33
Deep House,0,530,6,24,16
Trance,0,318,111,52,9
Techno,0,3486,73,992,8
House,0,13,137,1032,7
House,0,557,23,7,23
House,1,5753,323,2572,17
Deep House,0,2742,30,739,11
Deep House,1,8171,345,638,16
Electro House,0,106498,51,233,16
Electro House,0,6476,6,242,9
House,0,389,89,34,20
Techno,0,97,47,21,6
House,0,147,417,435,26
Electro House,0,36,45,3282,21
House,0,64,115,3241,5
House,0,356,13,17,6
House,1,3181,15,348,44
Techno,0,234,89,32,2
Techno,0,4546,412,992,8
Deep House,0,3296,258,26,17
House,0,118,857,719,13
House,0,890,7,7,24
Techno,0,236,29,36,23
Techno,0,21943,130,66,16
Trance,0,4331,29,200,2
Techno,0,24,24,83,9
Trance,0,2658,78,224,9
Electro House,0,17093,38,293,30
Electro House,0,58,17,1425,13
House,0,3140,136,992,8
Techno,0,194,146,992,8
Progressive House,0,56,8,16,13
Techno,0,26,123,86,20
Dubstep,1,32522,39,7,16
Techno,0,1308,69,96,32
House,0,64,115,3241,5
Trance,1,413,159,137,51
Deep House,0,157,87,292,3
House,0,115,134,293,12
House,0,332,103,29,24
Techno,0,158,46,1,9
Trance,0,67853,418,781,16
House,0,676,12,10,2
Trance,0,4060,41,352,30
Electro House,0,740,20,35,16
Techno,0,264,54,109,4
Progressive House,0,42,37,747,6
House,0,22636,122,1105,16
House,0,13,790,22,24
House,0,93,20,6,4
Techno,0,33,62,57,16
Trance,0,134441,435,9110,20
Trance,0,9952,164,105,16
Electro House,0,1058,61,1680,20
Techno,0,1212,31,31,23
Electro House,0,799,21,1319,2
Trance,0,5,19,8,9
Techno,0,227,95,83,16
Deep House,1,2217,33,638,51
Techno,0,81,33,91,13
Deep House,0,761,40,278,2
Techno,0,115,64,2,26
Trance,0,270,4,1053,3
Techno,0,355,38,1,16
House,0,2609,16,1413,4
Electro House,1,1546717,4,4689,27
Progressive House,0,1441,115,392,20
Trance,0,944,100,448,30
Trance,0,505,85,3068,30
Progressive House,0,154,221,180,27
House,0,8801,35,2112,26
Deep House,0,109935,249,1053,3
Deep House,0,232,2,117,14
House,0,127,33,29,24
Electro House,0,64,58,319,20
Trance,0,1372,113,11,20
Techno,0,661,95,435,5
House,0,185,434,1107,7
Techno,0,245,23,28,13
Trance,1,1316727,246,4689,58
Deep House,0,705,129,148,34
Progressive House,0,790,16,1413,2
House,0,275,16,59,17
House,0,377,27,1670,6
House,0,32,431,45,13
Trance,0,3124,102,1249,23
Trance,0,484,32,352,23
Deep House,0,4428,53,56,6
House,0,3,160,216,3
Dubstep,1,2888,6,16,51
Trance,0,664,185,351,2
Trance,0,77,56,15,16
House,0,4682,199,1214,20
Techno,0,212,111,112,9
Techno,1,33690,161,489,30
House,0,22933,143,1786,6
Deep House,0,414,155,179,27
Techno,1,237,29,489,30
House,0,130,148,1105,6
Techno,0,13,790,59,19
House,0,459,61,67,12
Deep House,0,10710,509,340,14
Trance,1,46747,226,1053,37
Electro House,0,21833,239,992,16
Electro House,0,44301,28,1680,27
House,0,918,2133,159,26
Deep House,0,182,70,627,11
Deep House,0,284,37,393,23
Deep House,0,22,13,198,9
Deep House,0,1195,57,237,25
House,0,2416,88,1032,13
Progressive House,0,51,4,5809,7
Progressive House,0,6509,432,394,27
Techno,0,7279,192,361,16
Deep House,0,531,4,161,20
House,0,98,62,237,5
Electro House,1,219,740,3241,9
Trance,0,11907,173,9110,20
Progressive House,0,15,8,107,16
Electro House,0,508,128,264,16
House,0,1833,168,241,20
Progressive House,0,56,23,18,9
Techno,0,599,42,100,16
Techno,0,69,491,638,16
Progressive House,0,25,95,93,23
Techno,0,70,86,317,11
Techno,0,19922,196,41,31
House,1,849,13,83,52
Trance,0,693,721,1680,13
House,0,652,29,525,20
Deep House,0,13,790,163,5
House,1,133657,863,55,9
Trance,0,1057,239,3068,16
House,0,4987,50,2206,20
Progressive House,1,235,8,22,30
Trance,1,1677,2,1053,16
House,0,218,93,16231,6
Techno,0,1018,102,224,2
Progressive House,0,7222,42,121,30
Techno,0,536,25,555,9
Trance,1,63692,502,55,16
House,0,286,197,525,20
House,0,50,160,172,23
House,0,36,112,269,2
Techno,0,254,45,28,28
Techno,0,413,11,4,24
Trance,1,138828,5,470,62
Deep House,0,507,45,18,2
Deep House,1,17026,122,638,58
Electro House,0,16994,46,31,33
Techno,0,281,96,32,13
House,0,185,131,61,13
Techno,0,53,29,91,13
Dubstep,0,52215,643,435,10
Progressive House,0,3293,74,173,10
Electro House,0,257,499,1680,13
Trance,0,6,602,855,13
House,0,6,602,855,20
Progressive House,0,895,39,61,34
Techno,0,21,19,51,23
Techno,0,457,26,4058,11
Progressive House,0,193,33,93,16
House,1,814,817,367,23
Deep House,0,6893,106,2206,27
Techno,0,68,51,32,9
Electro House,1,35800,107,161,2
Progressive House,0,3755,26,650,27
Progressive House,0,370,56,3282,0
Techno,0,161,82,136,9
House,0,2326,437,86,16
Progressive House,0,6,13,147,9
House,0,918,2133,1032,30
Dubstep,0,1582,3,13,7
Trance,0,2364,73,219,37
Techno,0,814,221,63,9
Trance,0,185,7,176,6
House,0,225,65,3282,12
Electro House,0,58,28,17,6
House,0,7998,227,1214,6
House,0,795,10,65,9
Deep House,0,4918,38,347,30
Techno,0,537,8,79,16
House,0,138059,10,21,31
Trance,0,22932,313,52,23
Techno,0,33689,161,489,30
Trance,0,385,60,1680,13
House,0,3553,98,1032,27
Techno,0,26,123,240,13
Progressive House,0,20136,502,553,6
Progressive House,0,266,161,124,9
House,0,5024,320,1105,13
Trance,0,43320,495,4689,9
Techno,0,260,35,2,5
Progressive House,0,1697,171,216,30
Trance,0,38846,513,11,2
Progressive House,0,480,41,156,17
Techno,1,110,45,622,23
Deep House,0,1316,79,151,16
House,0,488,32,179,3
Progressive House,0,46746,226,1053,3
Deep House,0,2,41,78,15
House,0,101,35,20,22
Deep House,0,4339,93,92,15
House,0,92,59,1420,12
Techno,0,1280,146,253,30
Progressive House,0,11,151,41,7
Progressive House,0,470018,401,4689,34
Techno,0,2256,150,1319,9
House,0,504,99,827,2
Deep House,0,296,49,6,26
Progressive House,0,6,2,15,3
Electro House,1,1698,23,41,2
Electro House,0,2606,35,32,23
House,0,414,34,11,16
Electro House,0,770,42,1680,20
Progressive House,1,1170,27,70,44
Techno,0,1522,208,112,9
Progressive House,1,1170,27,33,16
House,0,154,221,180,6
Progressive House,0,42,37,747,6
Trance,1,59,290,32,16
Techno,0,2521,135,104,33
House,0,162,8,382,6
Progressive House,0,3151,30,3694,23
House,0,123,27,319,4
House,0,1388,166,5809,11
Trance,1,1316727,246,4689,38
Techno,0,17501,23,208,16
Dubstep,1,2382,118,201,10
Deep House,0,3,11,17,6
Trance,0,62638,472,8,9
House,1,190,124,467,10
Techno,0,46,59,33,13
House,0,101,35,20,15
House,0,3037,71,33,17
House,0,8,65,167,13
Deep House,0,409,153,91,5
House,0,32,431,154,30
Deep House,1,5,181,99,51
Deep House,0,22,12,12,23
Progressive House,0,417,15,428,16
Progressive House,0,1602,71,65,17
Deep House,0,91,23,320,6
Trance,0,1528,96,1030,27
House,0,1521,100,5809,4
Deep House,0,486,77,338,25
Deep House,1,2339,12,638,58
Trance,0,114773,616,9110,6
House,0,133656,863,2963,29
House,0,19,129,57,30
House,0,1512,86,43,24
Techno,1,1011,174,223,9
Techno,0,38,36,525,4
Progressive House,0,38643,261,300,20
Electro House,0,12076,46,29,24
Electro House,0,3227,71,1071,3
Trance,0,24298,396,781,16
Trance,0,3674,10,1108,30
Progressive House,0,14428,295,216,9
Trance,0,4593,27,4689,34
Progressive House,0,62,71,3282,26
Deep House,0,106,210,36,23
Electro House,0,88,32,1030,2
Trance,0,39229,701,3068,16
House,0,497,38,4689,3
House,0,94,2,9,23
Techno,0,409,97,66,9
House,0,37,11,5809,12
Techno,0,53,740,928,3
Progressive House,0,794,77,747,2
House,0,1,12,213,6
Electro House,0,17538,216,242,9
Techno,0,161,82,136,23
Electro House,0,4666,42,627,7
Deep House,0,147,225,25,29
House,0,60,7,1786,6
House,0,175,238,16231,3
Electro House,0,46,432,747,2
Progressive House,0,20,82,120,24
Deep House,1,22637,122,14,37
Electro House,0,16994,46,31,33
Electro House,0,803,68,10,2
House,0,976,146,549,2
Deep House,0,166,42,62,9
Deep House,0,206,40,16,9
Techno,0,3168,59,65,30
Techno,0,161,82,136,23
Trance,0,385,60,1680,13
Techno,0,1678,76,8,31
Deep House,0,1615,51,129,10
Progressive House,0,5675,13,16231,17
Progressive House,0,42,37,747,6
Electro House,0,1038,47,16231,6
Progressive House,0,11584,656,3068,2
House,0,739742,8,164,31
House,0,384,491,812,25
House,0,5339,380,565,6
House,0,2,30,243,14
Techno,0,3272,241,21,9
Deep House,0,834942,60,71,9
House,0,1956,103,1786,6
Techno,1,23546,264,622,30
Electro House,0,24,7,35,9
House,0,1559,700,3282,5
Trance,0,9858,76,401,23
Techno,0,116,41,36,2
House,0,193,73,55,16
Deep House,0,159672,135,525,6
